,Rosh_Pina,MazkeretBatia,Elyachin,Yavniel,Kfar_Tavor,Atlit,Mitzpe_ramon,Ramat_Ishay,Givat_Ada,Pardesiya,Tsur_Moshe,BeitDagan,AbuGosh,Boeniyaa,Gulis,GashGushhlb,Daburiya,DirHina,Horpish,Kvakbavelig,Kfaryasif,KfarKama,Eilot,KfatMetzer,Mizra,Miilia,Mashad,EinNekuba,Sagur,Sulam,Uzeir,Ilaboun,Pasuta,Pkiin,Shaab,Rama,Yadbinyamin,Savion,Galgulia,KfarBara,Mukbelya,Avtin,Sheykdanon,Omer,KfarHabad,Tifrah,Shlomi,Yeruham,Shabli_um_El_Ganam,Rehasim,Bosmat_Tivon,Tuba_Zangriya,Zarzir,Caabia,Biral,lakia,Bne_aish,Merkaz_Shapira,Tzur_Hadasa,Kiryat_yaarim,Keysaria,KokhavYair,Salma,Ktzir_harish,Kfar_Vradim,Meitar,Lehavim,Gan_Ner,Nofit,SegevShalom,Zemer,GivatAvni,YanuchGat,KasraSamia,Lapid,Matan,BetHefer,Basma,Nof_Ayalon,Shimshit,Hatzor_Haglilit,Kdumim,Elkana,BeitEl,AlonShvot,KiryatArba,Ofra,KfarAdumim,KarneyShomron,Shilo,Efrata,BeitArie,Emanuel,Shaaretikva,AlfeMenashe,Oranit,GevaBenyamin,Ali,HarAdar,Hashmonaim,KokhavYaakov,Talmon,KfarOranim,Bukaata,Katzrin,MagdElShams,Masaade,Agar,Ofakim,Ashdod,TelMond,GanYavne,KfarYona,EvenYehuda,Kadima-Tzoran,GaneTikva,YokneamElit,Netivot,KiryatEkron,AbiSnan,Aksal,BeitJan,Magar,IrCarmel,Toraan,Iafia,Yarka,Kabul,KfarKana,Kfarmanda,Shagur,Nahaf,Aablin,Aaraba,EinMahel,Foradies,GaserZarka,Reina,Azor,KfarKasem,Araara,Kalanswa,KfarKara,GivatShmuel,MigdalHaemek,MevaserTzion,OrAkiva,Shderot,KiryatMalakhi,TelSheva,Kseifa,NatzratIlit,MaalotTarshiha,Karmiel,Rahat,Araara_beNegev,Modiin_Macabim_Reut,Gadyda_Makar,Hura,Shoam,Elad,MaaleIron,TiratKarmel,Dimona,KiryatTivon,OrYehuda,Nesher,BeerYaakov,Gadera,Arad,Eilat,BeitShemesh,KiryatOno,KiryatGat,RoshHaAin,RamatHasharon,Yavne,UmElPaham,TiratKarmel,Taybe,KiryatShmona,Jerusalem,Ariel,MaaleAdumim,GivatZeev,BeitarIlit,ModiinIlit,Haifa,Tel-Aviv-Yafo,BakaGat,BneiBrak,BatYam,Givatayim,Hertzelia,Hadera,Holon,Tveria,KiryatAta,KfarSaba,Lod,Ashkelon,NesTziona,Nazareth,Netania,Sakhnin,Akko,Afula,PardesHana-Karkur,PetahTikva,Tzfat,KiryatMotzkin,RishonLeTzion,Rehovot,Ramla,RamatGan,Raanana,Shfaram,Tamra,BeerSheva,Neharia,BeitShean,ZikronYaakov,Yahud,KiryatByalik,KiryatYam,HodHasharon,Binyamina-GivatAda
Sahar09f_ave,5453,7253,3815,5658,4146,7208,6061,4721,4090,6886,7845,8259,6294,6140,6809,7752,7309,8058,5826,3843,8694,6250,5090,3818,3260,3053,2565,2842,2813,2543,4676,3648,3352,4899.68,3093,3395,3539,2968,3091,3678,4092,4392,3074,2660,2041,3175,4899.68,3077,5380,3172,3224,2704,3011,3606,2048,3533,4029,3422,2751,3787,3929,3007,3072,3541,2971,4041,5923,4777,10367,3409,3328,3369,3204,3759,3219,2803,3788,2787,9719,7666,4492,4460,4573,4384,4202,3250,3566,4159,2758,3133,3152,2411,7332,4394,4070,3615,2735,2817,3141,4537,4355,4897,6324,7722,3807,4915,2562,8670,2400,7675,8206,2480,5539,7600,8337,9258,5955,9045,2815,3444,3509,7152,2831,2742,3276,9093,3827,8682,9000,7132,2955,3001,6123,8822,3859,4399,4360,6756,5164,5794,6014,6490,4403,5023,4132,8218,3978,6313,8377,5527,3052,4292,4209,4348,5095,4734,6537,5185,4320,5154,3493,5645,4645,5693,5147,3658,5489,6297,3214,6417,5903,7106,7503,4838,3123,9237,5301,2985,3060,4455,9947,3208,6019,2167,4290,2758,2390,2805,6775,3579,4126,4688,7872,7206,5062,5678,4023,4896,6951,4497,4289,7297,3848,5227,3276,4313,4663,5553,6088,4037,5709,6212,6188,4354,6881,7420,3494,3188,4953,5376,4177,7096,6863,5618,4615,7673,7158
Rhinmey09s,10.9,6.8,7.65,5.7,10.7,5.6,8.2,7.65,9.3,9.8,9.5,7.65,7.65,7.65,5.7,7.65,7.65,7.65,7.65,7.65,3.1,8.2,7.65,7.1,7.65,7.65,7.65,7.65,10.8,6.1,4.6,10.5,5.9,7.65,6.4,7.65,7.65,7.65,7.65,8.7,6.2,10.3,7.65,7.65,9.3,11.4,7.65,6.8,5,15.6,8.4,7.65,7,9.5,9.4,7.65,9.7,7.65,7.65,2.4,10.4,7.65,11,7.65,7.65,7.1,7.65,3.8,4.4,9.7,10.7,7.65,16.5,7.65,7.65,11.6,7.65,7.1,6.3,7.65,3.5,10.3,11.2,10.3,7.65,9.4,4.8,9.2,13.3,12.3,12.2,8.1,7.65,7.65,7.65,7.65,7.65,7.65,6.5,7.65,7.65,7.8,5.3,5.1,3.7,7.65,7.65,5.7,7.65,7.65,6.3,6.3,11.1,6.4,4.7,4,5.7,5.6,7.5,9.3,7.65,6.9,13,4.5,7.65,7.65,7.65,4.6,6.6,6.6,6.5,7.65,3.9,5.2,7.7,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.3,6.4,7.65,6.7,4,7.9,7.65,4.1,7.1,11.4,9.6,8.4,9,10.3,9.1,7.65,9,7,12.6,10.8,3,6.3,5.8,7.65,7.7,4.4,7.65,7.65,4.6,6.2,4.2,7.1,1.9,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65
mx0509_sdirect_dn,3.373171817,4.883558554,5.973981733,3.511892428,2.903636963,2.305187046,5.121707107,5.28108569,5.086354912,3.859654886,5.074015559,4.812322852,3.752609683,4.795962873,5.910273799,4.13320039,4.338282724,4.481245891,5.05939727,5.363035133,3.852609549,4.241003366,5.802455192,4.888529071,4.942030107,6.500085761,4.740077542,5.83393865,5.785795573,4.647343934,4.099657783,4.772605167,4.509965348,5.536619274,3.968015782,4.834492403,5.452788416,4.969583404,5.921374113,3.884587364,5.14683577,7.792424012,5.604095857,5.975396183,5.270044316,5.183516604,5.992733766,4.322575185,3.073512326,4.472860271,5.133928404,5.684043771,5.396118545,5.821594166,3.995402077,7.207153224,3.91830656,5.644088287,5.629594815,5.495438546,3.591121961,6.129264597,5.183435041,7.7244513,4.838782985,5.561530836,4.958180387,-0.618628062,3.214311299,6.957248374,4.444113971,5.800634666,5.493981634,5.686583488,6.592132747,4.779520197,6.830514557,4.421450902,4.023713692,3.743928982,3.80061976,2.02755351,6.024693904,5.409525262,5.601985982,5.552681865,4.754647293,5.357923597,2.60830024,3.434232697,4.29038824,5.059998424,4.005606165,6.689485794,6.282180679,5.803454702,6.061764898,5.937787976,5.682791309,6.055284372,4.728346076,4.874231253,2.003511177,2.385784126,1.246893836,5.452585864,6.016482887,3.283574461,5.92895876,3.352036474,3.568346104,40.83604434,2.986465987,2.560606493,3.379028136,2.899720289,1.431600952,3.438771174,4.554806289,4.288217454,6.870341064,1.293938289,4.539914948,4.429115744,2.664767833,2.336602809,3.079038268,0.501428782,1.684302007,3.686536891,5.493662092,7.180721823,2.445978857,0.743801297,5.088027781,6.873191561,6.423771643,4.382662818,5.59717445,5.225439373,4.093120786,2.887271673,5.335084544,4.762946186,4.231640496,4.07200736,5.588310115,4.796093872,3.708978315,5.560362484,6.694800358,5.909981817,7.391971299,5.682614636,5.081349316,3.914256614,2.801525357,4.527464231,2.52834254,1.656591534,5.392714079,3.866027549,1.660217735,1.035693407,3.418792461,3.714169595,3.540184878,3.260578746,2.369486422,3.20379244,3.007866621,3.640461408,3.428341739,1.084289878,1.625132853,0.880858172,2.140404433,3.110783124,3.566953191,0.458199596,-2.947462353,2.012241186,5.553682632,4.499780686,4.526945126,5.40178539,4.949265411,4.06319846,6.011523565,7.532990203,5.217294104,5.664651905,4.987649422,4.72808648,5.818762523,5.058809239,5.59907954,5.943608762,4.927799015,5.983618011,5.383110145,4.831686446,6.179470422,5.188277954,5.767786204,6.515093975,4.997303593,5.127069967,5.099241501,5.319226335,5.275844196,4.952076052,5.03566383,6.21503998,4.79849207,3.955176798,6.055539512,6.903468587,5.621452517,5.339210224,5.492337353,3.859649259,4.715536781,5.604806872,5.93185522,4.109084287,4.686224415
p0509f_45_54,13.54057862,13.63696036,10.73157821,10.50284979,8.525776942,15.24695847,14.24209492,11.26025742,9.874945404,17.32351713,10.47480843,12.15377914,11.19395877,12.18481368,18.45279797,12.18595102,11.63122161,13.32115828,10.81225329,8.383963811,6.232154497,12.54519643,12.54504397,9.63183743,9.025330704,7.799321552,8.858441769,7.556613174,6.785594588,8.853797694,9.013233735,8.150027223,8.30703172,10.64119542,7.679252978,7.642791177,8.443299759,7.830746241,7.375728617,7.931347577,11.69665152,12.21997257,7.429942072,6.11807386,6.249276501,8.12971432,7.286877541,11.46384409,9.99319824,7.724543959,6.704407986,6.446668009,7.099821477,8.996666111,5.602731379,8.799870894,10.96476673,7.293237258,7.836209591,11.27145951,9.099131348,8.448532954,6.567316784,6.206432468,9.278412807,10.00213346,13.28558374,5.342382717,14.32446612,7.197594138,4.871969071,6.797111208,5.963364477,8.102482109,7.598230676,7.629192189,8.872319893,7.769720138,13.14965397,9.304911803,6.012528157,5.926461855,12.89285346,10.69017706,12.59323758,7.604152438,7.484563364,7.44699518,7.400619078,6.586635527,8.07117897,7.255780341,12.90463219,13.89487421,12.64426325,12.20772903,3.914907949,4.483861954,4.419520041,13.85290189,12.95680148,12.74169174,12.25039057,11.91865352,8.143298659,14.40310281,4.26355726,16.84954875,3.938944936,10.10348994,16.2598018,5.656088951,12.34477347,15.27566574,13.9333409,15.17709545,11.85398751,13.79637204,4.858360318,9.039386038,8.273194487,14.30650188,7.64491425,6.021309271,4.275624236,12.18573102,2.630426036,11.19430839,9.486383049,8.14905409,5.735346532,7.757187033,10.65489799,6.149661627,11.75822399,14.1839244,12.23686005,12.84511991,12.26167829,12.75543974,11.88687121,8.423080028,12.46025342,11.17960487,6.9324356,11.92861868,12.98074068,12.84174717,12.57999436,14.61887686,7.158520912,9.686611769,8.563288819,13.20779674,8.681154507,8.243141687,9.961699277,13.53605581,7.32260879,6.566663971,9.865702677,11.57368198,5.508561006,8.072574173,14.91516513,6.940987071,12.16391225,12.00208509,8.495902485,11.86856199,13.96427106,15.3108576,15.06152126,7.160637322,4.732252568,12.81917812,13.93337977,3.959687582,2.544033979,1.438203415,5.226459352,2.170431368,12.28312445,8.299409157,14.38600138,8.022325343,8.103479648,6.342904156,10.21456183,8.591378569,7.639819182,12.96796084,10.82538407,13.27145897,13.06032695,12.5095741,12.6735274,13.1497165,13.1341466,11.14490929,12.84318587,12.23696593,9.530251502,12.03474708,7.182756582,13.24830019,13.52522314,12.9479568,11.57573652,10.19688675,13.07648131,13.7638261,11.29954986,11.52211053,11.38989885,13.77070811,9.109340096,8.312647196,12.33466131,12.05674908,12.63821267,12.74952464,13.53115096,13.95581012,14.23198057,12.5645434,11.33197753
nehut09,72,154,897,63,111,53,147,4831,146,127,875.3105023,216,285,343,83,177,272,253,445,734,25,161,302,219,385,322,291,776,255,148,76,232,293,875.3105023,137,277,426,424,304,65,383,108,433,399,200,57,875.3105023,98,62,196,44,326,111,146,72,337,195,556,311,65,123,289,188,490,396,263,308,13,50,255,81,592,92,490,686,62,396,81,110,341,75,875.3105023,186,356,1417,138,158,176,203,153,117,247,385,658,869,791,221,147,98,1824,607,166,31,35,35,1379,859,38,111,596,103,102,66,52,74,53,34,17,69,126,568,34,155,214,167,134,352,875.3105023,13,53,154,321,875.3105023,10,385,1061,1470,316,1454,610,276,319,919,1134,1543,640,1794,838,684,939,1373,802,1129,1105,15058,40,22,391,34,25,144,513,25,16,109,26,77,40,88,39,187,102,86,55,20,26,34,57,297,875.3105023,875.3105023,271,8777,141,238,309,87,37,12962,906,3697,5887,981,1962,2728,6205,2355,2151,2073,2579,4217,723,2457,6505,651,2073,2279,963,5700,1384,1404,5521,2800,2830,3427,1346,995,884,8120,1589,836,279,624,1498,1905,945,211
Ledot0509_AVE,39.8,129.4,107.6962963,53.6,83,34.2,57.6,107.6962963,131,81,19.6,107.6962963,107.6962963,107.6962963,64.4,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,70.8,91.8,107.6962963,148.4,107.6962963,107.6962963,107.6962963,107.6962963,197.4,101.8,53.6,205.6,203.4,107.6962963,113.4,107.6962963,107.6962963,107.6962963,107.6962963,71.6,151.8,44.6,107.6962963,107.6962963,181,55.8,107.6962963,59.2,47.6,183.4,62.8,107.6962963,77.4,54.8,69.8,107.6962963,86.2,107.6962963,107.6962963,47.4,94.6,107.6962963,128.8,107.6962963,107.6962963,124.2,107.6962963,44.4,40.6,232,75.6,107.6962963,94.6,107.6962963,107.6962963,62,107.6962963,44.2,84.4,107.6962963,161,69.2,109.2,201.4,107.6962963,138.2,270.2,162.4,135.2,172,120.6,201.2,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,373.8,107.6962963,107.6962963,86,49.6,76.6,93.8,107.6962963,107.6962963,42.4,107.6962963,107.6962963,95.6,68.4,69,70.4,95,62.8,37.6,42.2,272.8,123.2,107.6962963,23.6,138.2,186.4,107.6962963,107.6962963,107.6962963,30.2,53.4,104.2,226.4,107.6962963,39.4,61.8,189,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,123.6,96.4,107.6962963,195.6,121.8,197.8,107.6962963,92.4,66.4,150.2,95.2,178,60.8,101.4,71.6,107.6962963,106.4,80.2,101.8,146,36.8,48,289.2,107.6962963,100.4,50,107.6962963,107.6962963,132.2,92.2,205.8,83.6,56.4,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963,107.6962963
mx0509_sdirect_up,6.074104502,6.848067436,6.909898112,5.72327206,5.043114742,4.874352154,7.20962645,5.554373898,7.303111769,6.137448662,8.068470089,6.739741879,5.058009253,6.288014186,9.460813915,5.451755094,5.62606018,5.697658669,6.180727559,6.400387488,8.663739065,6.14814848,7.339004569,7.489594364,6.747745538,9.006918172,6.423148554,7.441444197,8.933587676,7.195103873,6.817046541,6.852622274,6.708853925,6.659770585,6.491462401,6.706578164,7.071396155,6.792070568,8.463589075,7.653790944,7.062847535,11.85074472,7.38176003,8.104523361,8.204500809,10.21306737,7.354610326,7.592811367,5.254841621,6.870252516,11.00955789,8.31147847,9.593099635,11.35687517,9.731516106,9.714265743,6.385598339,7.21643431,8.034689097,8.440918833,5.575115474,8.697948154,8.164971583,10.57840091,6.447916719,7.509293295,6.159542611,10.01980403,4.762329316,10.13746232,9.397144817,7.581124101,10.51998352,7.3070421,8.52024783,10.7481735,8.932716523,9.942948128,5.31102145,4.651079286,6.890086784,7.8862182,8.406778353,7.065568373,6.425200844,8.982302617,7.044493854,8.148348276,4.728548539,5.760929839,7.777980743,7.877497547,4.946139478,7.869269473,7.340056769,6.958464419,8.309844287,8.780190843,8.436423499,6.59721547,5.563032191,6.095373335,6.776236241,4.978047043,3.990307845,6.022003515,7.29916227,5.351186106,8.580948113,4.077406864,5.266312899,78.19365662,5.621311659,4.222457064,5.231473886,5.504087217,6.099304528,10.48534742,7.368087971,6.988435905,8.819129462,5.512795763,7.370947168,6.895327919,4.326482574,3.691997446,4.821170385,4.517040659,5.39010084,7.059052961,8.552633029,9.73932539,7.458169444,6.700414544,6.688472384,7.913587877,7.241430751,5.182028873,6.411720978,6.042272041,5.48911507,3.664469301,6.087214222,5.45431466,4.860096548,4.683740414,6.156938877,5.609276905,4.191968911,6.450110796,7.953879049,7.313524082,8.684867004,6.66228193,5.241133147,7.636005276,6.300063467,5.575485658,5.421955932,4.13272171,7.719472383,4.743277394,5.313026391,5.710717989,5.53041381,8.848305629,5.666916879,7.210166719,5.328495352,6.030376999,4.398245275,6.394645687,5.987632761,3.306168251,5.200747802,2.818921045,6.849719164,6.670982569,5.18848259,4.127617477,9.088008922,2.99948893,5.747220853,6.929566797,6.157192782,7.537580034,8.596017228,9.302585948,6.192886342,8.95873071,5.578484679,5.94473929,5.403919426,5.086993627,6.265823371,5.315415035,6.283169145,6.499170879,5.315246669,6.514128766,5.732004051,5.554098789,6.919375236,5.439802577,7.259463962,7.157341701,5.582904174,5.830168796,5.356702673,6.112388931,5.801339283,5.208709332,5.387260236,6.79502896,5.049594511,4.35892526,7.181433483,8.414056957,5.905925324,5.838007013,6.727510836,4.85211708,5.498350167,6.174020345,6.47850327,4.671937737,6.148124384
uc2010,2.7,9.5,24.1,3,3.4,2.7,5.5,208.5,4.8,6.7,2.2,10.4,18.9,18.2,5.5,10.8,16.9,13.1,19.3,27.1,3,6.8,10.2,6,12.5,12.3,10.6,20.1,8.1,5.7,2.9,9.1,9,26.2,5.5,12,16.6,14.9,12.3,2.8,8.8,2.9,19,16.3,7,2.4,31.1,3.4,2.9,7.1,2.3,10.8,3.7,2.2,2.7,11.6,4.9,21.4,11.3,2.9,5.4,11.1,6,12.6,17.4,7.3,11,3,3,8.6,2.9,19.1,3.1,22.3,18.9,2.5,15.5,2.5,6.5,22.1,5,2.5,6,8.2,24,5,9.4,6.9,5.7,6.5,4.4,7.7,23.9,16,20.9,20.7,15.5,17.1,9.8,40.8,20.8,6.9,2.2,6.2,2.6,44.3,52.4,4.2,12.4,74.6,9.3,2.7,3.3,5.6,6.3,5.9,2.4,2.6,7.5,5.8,18.4,2.1,5.7,7.4,17,18.4,37.3,2.5,3.5,5.3,7.9,12.9,2.2,2.5,8.6,18.6,32.5,16.6,34.5,23.8,11.2,22.4,23.6,47.6,78.8,31.6,47.5,38.9,40.9,33.1,46.7,22.7,36.9,23.2,780.5,3.8,3.5,17.6,5.6,3,7.2,35,3.2,3.2,6.2,2.1,7.3,3.8,2.9,4.6,11.3,6.9,6.1,4.3,3,3.3,2.6,5.9,36.3,2.7,2.5,47.4,266.9,5.9,6.6,9.7,3.1,2.2,404,34.7,156.7,130.2,53.5,87.5,80.8,183.1,41.5,51.1,84.3,70.1,113.2,38.6,72.6,185,26,46.5,40.8,31.8,210.3,30,38.2,229.6,114.1,66,145.4,68.6,36.6,29,194.8,51.5,16.9,19.1,26.8,37.5,37.8,47.8,12.7
p0509_75p,2.750062102,1.913265472,4.079507981,5.107569778,4.196524432,2.125709572,3.685639031,4.985876715,3.858387314,1.624094393,8.106240755,1.803171213,1.586043531,1.836470604,1.025859503,3.911871744,2.067438825,3.577660237,3.085743334,2.642372222,1.258688323,2.776291823,3.556992948,1.446387849,1.529523232,0.859859756,2.141290986,1.187185531,0.72897927,1.953562344,3.519857611,1.640260604,1.255158574,1.944650103,1.696077453,1.364316559,1.122616305,1.341407898,0.943165792,1.388323301,1.951673796,2.358474926,1.019713857,0.834437983,0.698538517,0.787281222,1.094253603,1.335888375,4.29521409,1.080560007,1.209454382,0.846361805,1.312267796,0.850344793,0.761171174,1.120367233,2.011471082,1.116933582,0.98038754,3.598660324,2.939859026,0.642269411,1.096808859,0.475401196,1.094489312,2.815202467,5.511217731,0.224444399,7.472573799,0.618468742,0.763955919,0.921886084,0.623498655,1.37354368,0.805055514,0.713446146,0.956075358,0.587546931,6.222427977,3.51140523,1.365177492,1.17870996,2.648006743,3.33229054,5.189286121,0.939354754,1.560172737,1.186011278,0.912508806,1.0233281,0.969090442,1.039289246,2.291358496,4.222775028,3.790585194,2.897077174,0.462899686,0.326482413,0.64340025,7.58284818,4.88304001,7.742091364,0.75674506,0.713068884,1.296193005,5.857447568,0.48582333,2.403192387,0.468964995,0.94755838,1.127039579,0.109705799,1.605991431,2.698595823,1.850727784,0.71155047,0.227069251,0.385568077,0.443140635,1.206339432,0.890970587,0.660666182,1.41102555,1.283836174,0.472201808,0.618448599,0.191926171,0.691990104,0.436107214,0.482329802,0.71348972,0.924639775,0.626395219,0.289967314,3.299591477,4.890497766,3.805676568,8.427674656,3.587100947,5.629114506,3.392243966,5.202742563,6.357781779,2.403461869,1.884501501,6.381047066,5.60228966,2.393993238,6.429754244,2.828004423,0.839463468,1.409353602,1.12494098,3.638079916,3.858099367,1.12431949,0.926787436,3.386544534,0.778087655,1.203129262,1.825580483,1.974419595,1.031093848,0.386500909,1.749650819,0.905765585,1.449202475,0.550508252,1.788607557,1.31954421,1.512368615,0.977672132,0.849956444,0.759204147,0.945312543,0.746009617,0.547359841,0.468875554,0.249245503,0.214335977,0.15141221,0.375275723,9.237394193,2.046745759,3.995634109,1.689586936,1.949364816,1.184146329,7.752738979,0.977893475,4.219746457,9.199552429,9.943245559,6.692377864,5.673382261,6.921782932,4.165114196,5.817520597,6.24013971,4.577592908,6.163936008,4.263157995,1.772333247,7.582176062,1.076466599,5.093490339,5.700498853,5.377418965,6.240141444,4.699879444,8.031906798,4.773860701,5.88938902,3.972837966,9.627814618,5.036288458,1.449039276,0.974966119,5.482855687,6.84933085,2.952891457,3.389918015,4.432288696,7.519242986,8.85885655,4.233251315,2.989684855
ptirot0509_ave,9.4,27.4,12.94259259,13.4,10.6,6,26.8,12.94259259,24,14.8,14.8,12.94259259,12.94259259,12.94259259,14.4,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,5.2,22.8,12.94259259,17.4,12.94259259,12.94259259,12.94259259,12.94259259,16.8,16.6,12.4,24,20,12.94259259,13.2,12.94259259,12.94259259,12.94259259,12.94259259,7.2,31.2,18,12.94259259,12.94259259,16.2,7.2,12.94259259,10.2,11.2,17.2,5.8,12.94259259,9.8,7.4,4.4,12.94259259,13.4,12.94259259,12.94259259,17.2,16.4,12.94259259,15.4,12.94259259,12.94259259,34.6,12.94259259,0.6,20.4,22.2,6,12.94259259,7.8,12.94259259,12.94259259,5.2,12.94259259,5.2,40.4,12.94259259,9.2,2.2,28.2,43.6,12.94259259,13.8,20.4,18,9.2,12,9.2,16.2,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,20.2,12.94259259,12.94259259,62,2.6,6.2,2.8,12.94259259,12.94259259,13.4,12.94259259,12.94259259,20.8,7.8,8.2,12.8,16.6,8,2,3,13.8,13.4,12.94259259,2,13.6,16.2,12.94259259,12.94259259,12.94259259,1.2,2.8,7.8,16.2,12.94259259,3,1.2,41.6,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,7.4,5.2,12.94259259,5.8,4.2,24.4,12.94259259,2.8,1.6,13.8,4.6,14.4,5.4,5.2,8.2,12.94259259,10.2,10.4,3,2.8,2.8,2.8,5.8,12.94259259,1.2,0.2,12.94259259,12.94259259,17,33,28.2,10.6,5,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259,12.94259259
Meuhedet09,3.4,25.8,7,9.9,2.2,11.9,3.4,22.3,1.6,1,11.47207207,5,21.9,11,6.4,19.3,9.3,6.8,1.1,5.9,8.6,15.3,21,14.1,0.6,0.3,27.2,8.5,6.3,1,3.7,10.9,10.5,11.47207207,7.7,1.9,10.3,22.2,9.9,1.5,0.5,1.2,19.1,13.5,5.4,32.4,11.47207207,0.8,2.9,10.5,3.3,31,32,0.8,23.5,11.1,11.4,17.6,10,17.5,1,0.1,12.6,0.1,16.5,10.7,4.2,11.1,11.4,0.5,36,0.2,0.2,21.7,1.6,0.1,20.5,0.4,6.3,7.3,15.2,11.47207207,3.3,1.3,0.6,1.1,26.9,0.5,11.47207207,16.5,28.1,1.1,35,10.8,0.9,2,0.8,0.2,0.6,6.1,18.9,30.2,9.9,43.2,44.4,5.1,0.1,17.4,0.2,17.6,5.6,0.5,19.9,8.2,3.1,3.5,1.8,2.3,18.9,2.4,1.5,5,0.2,0.3,0.2,9.2,24.2,17.8,8.2,6.6,10.4,23.7,15.9,1.2,0.7,1.9,0.3,1.2,2.9,4.1,11.3,18.3,0.8,4.7,42,6,5.9,8.6,4.7,9,13,2.1,3.5,0.4,37.6,5.3,7,4.8,7.7,35.2,76.4,33.7,6.6,35.9,6.8,8.5,37.9,4.6,4.8,7.8,35.3,8,5.5,45.6,14,41.6,20.6,51,48.1,7.9,20.7,40.6,7.8,25.8,1.3,4.3,13.4,0.1,6.7,9.4,11.3,8.5,7,15.1,23.1,6.9,6.9,7.2,9.3,5.7,12.7,18.4,12.7,11.2,20.1,9.1,2.1,22.6,10,10.7,3,10.6,29.7,9.4,7.1,8.6,11.2,0.4,5.1,6.4,0.3,12.7,14.6,3,2.2,13.9,16
