City,p0509_0_4,Rwht_2500s,per04,p0509f_55_64,Ptot0509,p0509f_35_44,mx0509_standart,Rishp_adjM,dress_wash_oneself_5s,Rabort_up,RliveBirth0509,Ravtaha09,MaazanHagiraPnimit10,p0509m_15_24,mx0509m_sdirect_dn,p0509f_15_24,tluim09,Sahar09_halfave,Rnayadut09,AhuzGidulShnati10,Leumit09,madad08,p0509f_0_4,p0509f_5_14,p0509m_75p,Rishp_dn,Arabs10,p0509_5_14,p0509m_25_34,mx0509f_sdirect_up,p0509f_75p,p0509m_45_54,RPiryon0509_tot,hear_5s,see_5s,Rwht_2500_dn,eshkol08,p0509m_55_64,Klalit09,Jews10,Jewso10,Rabort_dn,Seud09,Ptot0509f,Rptirot0509s,Rishp_adjF,Sahar09_Min,Ptot0509m,Rgsa_37pws,Rgsa_32ws,Ravtala09,mx0509m_sdirect_up,Rseud09,p0509f_65_74,mx0509f_sdirect_dn,Olim10,mx0509f_standart,Sahar09m_ave,Rgsa_3336ws,Rwht_2500_up,Rishp_upM,Rishp_upF,p0509m_35_44,Rwht_1500s,Rnehut09,Rishp_dnM,Rishp_dnF,mx0509m_standart,Rishp_adj,p0509m_0_4,p0509_65_74,walk_5s,Madadgini,p0509m_5_14,p0509_35_44,p0509_25_34,Nayadut09,remember_5s,Rfdegree09,Sahar09f_ave,Rhinmey09s,mx0509_sdirect_dn,p0509f_45_54,nehut09,Ledot0509_AVE,mx0509_sdirect_up,uc2010,p0509_75p,ptirot0509_ave,Meuhedet09,Rtluim09,Rabort0509_15_49,p0509m_65_74,L0509_memuza,ribuitivishnati10,Rishp_up,p0509_15_24,Rptirt0509,p0509_45_54,Rnoshrim0709,PtirTinok0509_ave,p0509f_25_34,p0509_55_64,Maccabi09,shem_mahoz_?????????????????,shem_mahoz_????,shem_mahoz_????,shem_mahoz_???????,shem_mahoz_????,shem_mahoz_????,shem_mahoz_??-????,shem_nafa_?????????????????,shem_nafa_??????,shem_nafa_??????,shem_nafa_????,shem_nafa_?????,shem_nafa_????,shem_nafa_????,shem_nafa_??????,shem_nafa_???????,shem_nafa_????,shem_nafa_???,shem_nafa_????????,shem_nafa_???,shem_nafa_??????,shem_nafa_????,shem_nafa_??????
EvenYehuda,7.514276011,7.4,2,10.10123573,5.593287283,14.67138861,3.391531778,109.7279391,0.6,12.97907049,12.58651602,2.210879744,40,16.51644087,2.192261714,16.31614273,31,51.3,0.36362514,1.9,2.6,1.735274616,7.36041574,18.8090273,2.736008494,105.6622915,1.1,18.66297879,10.80669352,4.67319475,2.661995171,14.83632961,1.999675706,0.8,0.1,4.654005956,9,11.43892028,57.6,97.4,98.9,8.182973632,30,2.827326344,2.3,109.5505721,31.5,2.765960939,90.1,0,1.996047509,4.462977441,7.249775372,3.848805215,2.239680291,4.3,3.456437521,15131,9.6,10.11872132,115.7821139,115.4824087,13.5140355,0,1.523502694,103.6737642,103.6187356,3.327619578,109.9084145,7.671549814,3.906923829,1.2,0.4528,18.51369005,14.09906086,10.88182397,20,1,37.1,7600,6.4,2.560606493,15.27566574,52,70.4,4.222457064,5.6,2.698595823,12.8,8.2,0.908241991,10.6,3.966331859,70.4,45,114.1545375,16.41519304,0,15.05840771,0.9,0.2,10.95532376,10.76273996,31.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kadima-Tzoran,7.734335114,7.6,2,10.31367179,6.731913667,15.68018445,4.305251011,123.8783052,0.4,12.94845147,14.11188626,2.210879744,128,17.25317447,3.06670579,16.99186205,53,32.5,0.600443853,3.4,3,1.864604844,7.774221142,18.99728616,1.905281177,122.3122662,0.6,19.77397725,10.89336176,5.571067592,1.793900617,13.90076108,2.449274138,1,0.2,5.198825649,9,9.987821002,62.8,98.9,99.4,8.513511776,34,3.297242609,2.5,128.7148833,30,3.434671058,90,0,1.44914943,5.639109957,7.295312372,3.923692263,2.909447813,3.6,4.240257703,15529,9.3,9.959069088,130.0324508,135.2888006,13.0000981,0,2.060452106,117.7241597,122.1409659,4.352907874,126.8190626,7.69604501,4.393171618,0.6,0.4518,20.51959129,14.312785,10.7456789,37,0.3,55.6,8337,4.7,3.379028136,13.9333409,74,95,5.231473886,6.3,1.850727784,16.6,3.1,1.475729211,10.7,4.843866112,95,97,131.3258591,17.12518553,0,13.91671844,1,0.2,10.59184064,10.14742036,31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GaneTikva,6.949778989,7.6,2,10.62873327,5.58339915,15.75487094,4.201903753,119.3930463,0.1,10.84818687,11.24762861,2.210879744,46,17.63860634,2.94261036,19.51634177,43,26.6,0.396087567,2.1,4.3,1.666421545,7.179204528,19.26588758,0.916149076,112.3294273,0.9,19.80632897,10.02472017,5.335264088,0.508074648,15.17941855,2.236894314,1.9,-,4.704537898,9,11.26782437,64.1,97.8,99.1,6.566598937,19,2.799380706,1.4,117.2004626,28,2.784018444,92.8,0,0.963837392,6.507038455,6.080293453,2.598465738,1.577462895,3.9,3.456363491,17670,6.9,10.58208631,127.651665,127.909844,13.30621641,-,1.460263486,111.1344275,106.4910811,4.724824408,118.8321773,6.719087477,3.595594323,0.5,0.4618,20.34975252,14.53391231,9.697124241,23,0.2,34,9258,4,2.899720289,15.17709545,53,62.8,5.504087217,5.9,0.71155047,8,3.5,1.184742073,8.7,4.598225081,62.8,64,125.3349273,18.58005727,0,15.1782538,0.7,0,9.371326069,10.94739962,28.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YokneamElit,9.418306613,7.4,2,3.382944878,2.64093604,20.43338578,3.76545274,132.1003345,,14.84018612,14.23737623,2.210879744,-35,18.2800529,0.18309512,16.87578072,15,37.6,0.404017272,0.3,3.4,-0.117954114,9.667480956,25.70275775,0.21929913,104.5317345,0.2,25.67332089,8.305213145,12.53059309,0.234911284,15.14410899,1.918827424,1.4,,3.693986739,4.534391534,4.312824806,83.2,98,99.8,7.978506523,623.9951923,1.314385782,0.8,103.6568284,34,1.326550258,93.9,0,2.339526352,1.64938299,18.92121959,0.610385113,0.126571647,4.5,6.328582368,9943,5,11.19963028,152.5937209,123.8162557,17.98645949,0,2.459111896,111.6069481,83.49740103,0.916239055,118.945735,9.171417201,0.774178743,0.6,0.3965,25.64415396,19.20428721,9.765034347,149.1640212,2.2,20.6,5955,5.7,1.431600952,11.85398751,34,37.6,6.099304528,2.4,0.227069251,2,1.8,1.084902307,11.4,0.936470384,37.6,33,133.3597356,17.58115093,0,13.5066256,0.8,0.2,11.23836601,3.850026413,11.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Netivot,9.421534543,7.6,3,8.265203187,2.475065932,19.39246337,6.962059296,150.0548913,0.6,12.01775214,17.05005085,2.210879744,0,14.50793627,3.010890485,15.34239477,177.7323232,30.6,0.404017272,1.8,1.7,-0.117954114,8.686822987,21.28171888,0.396362043,129.3909927,0.3,22.64712839,9.934507058,12.5428935,0.374242642,13.10083036,2.31117804,,0.3,4.010952904,4.534391534,10.28992359,46.7,98.8,99.7,5.542106072,623.9951923,1.207798386,1.2,131.718854,26.7,1.267267546,92,0,1.495631648,11.71093104,18.92121959,1.143383539,0.126695894,2.7,6.334794695,17909,7.5,11.15492387,170.1050347,151.9890362,15.99113925,0,1.132914185,130.0047479,111.4486718,7.360910764,143.7378376,10.12176824,1.433022709,0.3,0.4758,23.94846323,17.65093899,10.80453378,149.1640212,0.5,64.2,9045,5.6,3.438771174,13.79637204,17,42.2,10.48534742,2.6,0.385568077,3,2.3,0.885083188,8.8,1.709069961,42.2,38,158.0846825,14.91514063,0,13.44024521,0,0.4,11.71739858,9.301887674,49.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KiryatEkron,19.58193766,11.1,2,2.115307038,6.647726835,8.384316594,5.96144713,186.8568319,1.9,5.886735896,41.0365839,5.930421607,129,19.18826812,7.486536205,18.504965,4,39.5,0.273118159,5.7,0.5,-1.259201155,19.14325775,31.05224096,0.29741005,152.7121603,99.9,32.2449518,12.35358071,4.44032288,0.586435714,4.467254843,5.885065361,1.1,,9.405231123,2,1.566993152,79.7,0.1,0.1,2.862067511,20,3.351872314,2.1,152.228292,56.8,3.29585452,88.2,3.2,0.87509275,13.48108123,16.3032051,1.306411288,1.823033027,0,3.131677953,4462,8.6,12.73553134,205.680665,162.939345,7.898839815,2.5,2.281912886,168.0329989,141.517239,10.48380872,162.1257969,20.02807356,1.026407812,2.7,0.3133,33.45793448,8.143623666,13.2082851,20,2.5,3.8,2815,7.5,4.554806289,4.858360318,69,272.8,7.368087971,7.5,0.443140635,13.8,18.9,0.132284805,4.4,0.741645273,272.8,265,171.5394336,18.8437376,14.9,4.664455427,5.3,4,14.04870533,1.843460308,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AbiSnan,12.2069537,8.1,3,5.230928085,5.310274227,11.12620021,5.63832668,171.4907602,2.4,5.516991807,23.20030845,1.832694423,37,18.72771479,4.946429004,19.31320504,22,45.4,0.262038902,2.6,22.8,-0.778020355,12.0355751,24.93132489,1.077539086,151.2463228,99.9,24.77028079,14.82666597,6.075877539,1.338284755,8.839181322,3.14873443,1.2,,5.960240312,3,4.902695829,74.6,0.1,0.1,2.457726337,58,2.623112246,2.5,145.0365363,46.8,2.687161981,91.1,1.9,0.935580028,9.163995284,21.65036349,2.912586925,2.603430945,0,4.339654242,5943,7,10.27352592,181.2921667,153.6047448,12.21460575,1,4.04017105,161.6893537,136.4683278,7.055212144,157.7116997,12.37424742,2.665485871,6.8,0.3495,24.61307525,11.67696687,14.45413559,15,1.9,15,3444,9.3,4.288217454,9.039386038,126,123.2,6.988435905,5.8,1.206339432,13.4,2.4,0.705426691,4,2.424274584,123.2,122,164.1770765,19.01692898,0,8.938076298,2.7,0.6,14.07250896,5.064832475,0.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aksal,11.62708837,7.7,2,4.309727801,17.76102611,14.24997268,7.844735263,213.5775376,1.5,12.14902895,23.75263635,4.888681055,43,18.37073935,6.242086814,17.63352959,106,56.8,0.383796139,1.8,15.2,-1.02314544,11.21475793,23.9150336,0.744171416,225.6806719,99.6,24.4515182,14.83667718,9.327032728,1.04153419,8.156716723,2.665450598,3.3,0.2,6.486863501,2,4.191697439,82.4,0.2,0.4,9.491591212,117,8.768091155,2.653703704,243.4646838,56.4,8.992934956,92,1.8,1.694576418,8.858052482,14.8029986,2.918155029,6.5058932,0,7.916462964,4802,6.2,8.835307986,220.1509524,250.2312301,13.94302074,1.6,5.65584142,207.0041227,236.6981375,7.550069648,230.4484959,12.0291096,2.834672932,4.8,0.3469,24.97458947,14.0945538,15.63021147,70,2.2,7.3,3509,7.65,6.870341064,8.273194487,568,107.6962963,8.819129462,18.4,0.890970587,12.94259259,1.5,1.055491533,10.8,2.753278077,394.2,282,235.2163198,18.00680079,1.528703704,8.214218336,5.5,0.531481481,16.44409468,4.249965524,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BeitJan,6.32778603,10.2,2,7.175445689,2.129597312,17.90048068,3.403367026,135.9648227,0.8,10.00720683,11.0819073,2.210879744,-11,19.88404319,0.3946335,20.35777731,177.7323232,40.2,0.404017272,0.4,4.7,-0.117954114,7.060488812,20.51227759,0.668586125,108.4122519,0,21.97363391,9.085619545,6.994927884,0.652467788,15.91553132,1.845330563,0.9,-,4.715975219,4.534391534,8.011853379,83.1,99.4,100,4.026139945,623.9951923,1.046403838,0.9,99.43642517,44.78705357,1.083193474,90.1,-,1.370192624,5.998192937,18.92121959,1.509707994,0.460210751,3,3.727569318,12014,9.9,15.62300783,152.0246368,111.3293054,14.59492007,-,2.710824623,119.9050086,87.5435449,3.196413219,118.4513769,5.619968801,2.183354336,1.5,0.399741964,23.38535666,16.21914794,9.792804242,149.1640212,0.9,31.4,7152,6.9,1.293938289,14.30650188,34,23.6,5.512795763,2.1,0.660666182,2,5,0.885083188,7,2.83412092,23.6,17,128.4905019,20.11681827,0,15.12491491,0.6,0,10.52485225,7.600874171,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Magar,12.36679227,7.5,2,4.249023,5.322116813,12.07170856,5.955431058,163.0030519,2.4,5.2983267,25.96711137,1.674166038,-1,19.56633009,4.47585347,19.36258247,37,73.4,0.513754026,1.9,0.5,-0.957297384,12.41064773,23.20299635,1.295094086,158.6266076,100,23.28700943,18.28547417,7.236768144,1.528567995,7.744088763,2.863022195,5.3,0.3,5.558385665,3,3.980196156,85.3,0,0,2.400069167,41,2.642696988,2.6,165.0624255,48.5,2.679419824,93.4,0.7,1.221956897,8.818760798,19.60010912,2.269907892,3.512378757,0,5.374573451,6683,5.9,9.492265565,172.4691869,174.0243177,11.96420181,0,4.924969821,153.536917,156.1005333,6.647307134,165.1744487,12.32353788,1.867801402,5.9,0.3628,23.36987106,12.01758428,17.77610207,29,3.6,7.7,2831,13,4.539914948,7.64491425,155,138.2,7.370947168,5.7,1.41102555,13.6,0.2,1.175637957,3.8,1.471205989,138.2,109,171.7222897,19.46515921,9.2,7.694843661,1.3,1.2,17.25965176,4.113682119,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IrCarmel,13.4921345,6,2,3.14331962,6.861153804,10.95561519,5.662221831,185.4169223,1.5,6.260387361,27.16744229,2.352877017,-26,21.47160836,3.956209743,20.17627125,37,73.6,0.435160087,1.7,31.1,-1.263698865,13.38810242,26.26078422,1.244219026,171.4201646,99.9,25.46504075,16.26172189,7.470032108,1.323555661,6.141671993,3.176667079,3.3,0.2,4.48285164,2,3.26451357,61.4,0.1,0.1,3.358351886,41,3.426151646,2.4,169.7982666,49.1,3.435002158,95.3,0,1.287647571,7.386696742,16.02050269,2.355867059,3.901167634,0,5.685599871,6534,4.3,7.534315742,194.2361072,177.9001036,11.25935029,0.5,5.829178472,176.5977375,161.6964296,5.671453243,177.3923995,13.59589853,2.222596228,3.1,0.3512,24.67134756,11.10767864,16.31837543,32,1.9,7.6,2742,4.5,4.429115744,6.021309271,214,186.4,6.895327919,7.4,1.283836174,16.2,0.3,1.007848614,4.8,2.089668778,186.4,158,183.3646344,20.82477526,9.7,6.081568262,3,1.8,16.37517531,3.203994762,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Toraan,20.19701238,11.7,2,2.951483262,11.30754029,7.917982162,3.495625203,136.0547035,0.8,5.418243658,23.75263635,3.539437067,89,19.05669163,2.411448771,18.04854947,22,52.8,0.253013104,5.1,14.3,-1.310928751,19.89618988,30.78578182,0.382365869,134.1552807,99.9,31.66597169,12.85036071,4.415883532,0.563535874,3.551204994,5.416829671,0.4,0.1,10.2858707,2,2.126095668,85,0.1,0.1,3.088497416,38,5.607018093,2.653703704,142.3808872,48.8,5.700522198,87.4,2.9,0.684872781,4.909195556,14.09232798,1.090163128,2.218056196,0,3.316969864,5283,9.7,13.05553365,144.4001115,150.2545863,7.724598806,1.6,2.709418326,127.7092955,134.5071881,3.660322163,139.9088827,20.49290056,1.187912098,0.7,0.3246,32.53172404,7.820490923,13.65382604,42,0.4,3.4,3276,7.65,2.664767833,4.275624236,167,107.6962963,4.326482574,17,0.472201808,12.94259259,0.2,0.35692936,4.3,1.284057719,413,515,145.6624847,18.55678881,1.528703704,3.910419438,4.8,0.531481481,14.47069016,2.535376825,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iafia,9.901565667,6.7,4,3.658727758,18.66968859,22.0052044,3.014300127,105.4891682,0.3,7.957836421,23.75263635,0.034023451,264,16.27452392,2.332980641,15.48791361,63,30.3,0.220048597,2.8,2.3,1.552449587,9.804463552,24.79185816,0.625730359,106.0673565,0,25.19943106,7.451962439,3.72222124,0.611176368,15.2521501,2.355545515,0.5,,5.450474134,8,4.73983373,37.7,99.5,100,5.935259019,42,9.340956759,2.653703704,111.452148,25.1,9.328731831,93,1.2,1.927221545,4.201021763,7.736126962,1.644220529,1.735729766,3.5,2.728975503,16739,5.9,7.98037693,110.6396603,116.8277277,18.17775141,0.9,1.314969127,100.3386761,106.0765683,3.267001202,109.8064615,9.998795031,1.757893254,0.6,0.438,25.60753807,20.09273102,8.632105771,40,0.5,38.6,9093,7.65,2.336602809,12.18573102,134,107.6962963,3.691997446,18.4,0.618448599,12.94259259,9.2,0.618231754,6.9,1.871714943,300.8,240,113.5455664,15.88096123,1.528703704,13.71793661,0.8,0.531481481,9.810704597,4.19892679,50.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yarka,28.37003987,6.4,4,1.13761594,29.74963415,7.064533447,3.950104326,139.1121288,0.6,2.793928041,23.75263635,0.258185658,259,10.18435022,2.73085469,12.8842821,26,54.5,0.077108362,5.7,11.4,-1.212325983,28.29148316,25.86108007,0.184969068,144.562706,0,26.30070949,20.08113859,5.092041071,0.199007806,3.600338003,6.448838244,0.4,0.1,5.853459699,2,1.31527448,36.1,100,100,1.746364955,43,14.74286933,2.653703704,161.5044211,51.7,15.00676482,94.2,1,1.659585018,5.229093986,14.72890827,0.473517059,2.682641866,3.2,3.887341469,6151,4.7,6.920941888,148.1260642,170.2303959,8.891139428,0.8,2.438565811,130.0981935,152.7784463,3.979974338,150.8238267,28.44721514,0.518638813,0.7,0.389,26.73260797,7.985937934,20.76348949,28,0.7,2.9,3827,7.65,3.079038268,2.630426036,352,107.6962963,4.821170385,37.3,0.191926171,12.94259259,24.2,0.180121338,2.3,0.562967096,1612.6,1698,157.0849474,11.52234122,1.528703704,3.119683843,6.8,0.531481481,21.45805438,1.227233174,28.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kabul,8.892877458,11.3,4,2.52373063,2.316327076,25.49312277,2.50923472,90.43374894,0.3,15.20957466,13.03788239,2.210879744,41,13.15456521,-0.590553292,14.22554815,10,37.8,0.404017272,2.7,3.6,-0.117954114,8.915643371,29.85982003,0.59506879,93.76870112,0,30.38564721,5.743619599,6.336484009,0.788143372,16.61214871,2.172619982,-,-,6.21668831,4.534391534,2.978721792,34.5,99.1,100,7.751981359,623.9951923,1.162770684,0.5,117.6813372,26.1,1.153556392,88.4,-,1.926995686,3.65097553,18.92121959,0.745384959,0.064004889,4.5,3.200244449,16380,11.6,16.29986798,104.5404878,134.4845229,20.24210552,0,4.473646077,76.32701006,100.8781515,1.530211119,104.7556872,8.869929696,0.816491547,0.2,0.4385,30.91567456,22.87805836,5.999974695,149.1640212,0.9,27.2,8682,4.6,0.501428782,11.19430839,875.3105023,30.2,4.517040659,2.5,0.691990104,1.2,17.8,0.746487482,11.5,0.888166115,30.2,28,115.7426733,13.69218686,0,13.89245253,0.6,0,6.254298324,2.750321239,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KfarKana,10.94195138,4.5,5,3.348145499,3.211294381,27.86954824,3.537201423,92.18462353,0.5,10.10857107,16.62880872,2.210879744,-17,12.89173122,0.608992375,10.55897162,177.7323232,31.1,0.404017272,-0.1,2.8,-0.117954114,10.91475724,28.36487826,0.444706917,98.93925981,0,29.05382863,5.040565453,8.415223717,0.427229914,13.33302725,2.280481662,1.2,,2.009247557,4.534391534,3.680941057,48.6,99.1,100,4.859254942,623.9951923,1.580143897,0.9,121.6935907,24.8,1.631150484,91.5,1.9,1.983060046,4.090210816,18.92121959,1.35880328,1.252944483,4.3,4.8340841,15026,6.5,6.979516488,103.4085439,137.0735713,22.38620957,1.9,0.704712187,80.96070319,106.31361,2.349601596,108.4429449,10.96829514,1.447431393,1,0.4156,29.72123531,25.08433161,6.335031683,149.1640212,1,32.2,9000,6.6,1.684302007,9.486383049,13,53.4,5.39010084,3.5,0.436107214,2.8,8.2,0.885083188,7.5,1.533288077,53.4,40,117.94663,11.74387761,0,11.44025423,0.9,0.4,7.671282908,3.517186257,40.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kfarmanda,12.54694575,8.6,4,3.37491374,5.332213175,25.83952683,5.372794926,161.3209041,0.1,9.154964274,19.54160432,2.210879744,-29,11.52328719,3.272259841,11.96970633,24,37.7,0.404017272,1.1,5.7,-0.117954114,12.18217015,26.48672338,0.429181472,131.589282,0,28.17015566,6.25567847,7.500924331,0.535259257,10.22171899,2.343296044,0.1,0.1,6.225058821,4.534391534,3.782657634,56.9,98.4,100,5.223056106,623.9951923,2.671607698,1.5,118.9330533,28.7,2.660605478,89.4,0,2.354089642,7.970173897,18.92121959,1.329803031,2.667271064,4.7,5.084097698,13549,10,11.04941335,176.298301,128.2183802,23.64076947,0,1.922272868,146.3435071,109.6477265,5.621216869,140.0808948,12.91322977,1.351320867,0.4,0.4059,29.86054932,24.74241655,8.198260803,149.1640212,0.7,26.6,7132,6.6,3.686536891,8.14905409,53,104.2,7.059052961,5.3,0.482329802,7.8,6.6,0.870463185,7.2,1.372927685,104.2,65,148.5725075,11.74695732,0,9.183248223,0.8,0.2,10.13284319,3.578365028,30.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shagur,15.3243868,7.6,3,2.919557001,7.718357893,9.576213859,7.02314756,207.7395659,0.7,4.455459543,29.33266417,1.791057021,11,15.7858406,4.459941025,16.10896956,29,57,0.399288248,2.7,0.2,-1.214610266,15.25355712,34.59223775,0.863279234,182.9003599,99.8,34.30818428,13.25742881,10.6061796,0.556882767,6.207245471,4.411886867,0.7,0.1,6.053691394,2,3.009210766,77.4,0.1,0.2,1.984143883,58,3.773310746,2.1,170.2195318,54.2,3.945047147,92.1,1.7,1.997951165,8.262703961,25.62218651,1.598396994,5.488736787,0,8.047458191,4977,6.2,9.140654896,218.4348618,181.0959065,10.02370908,1.1,4.111567244,197.04427,159.3431572,6.361322493,190.5184905,15.39213311,1.509593931,1.7,0.3337,34.03649627,9.804939941,13.45366786,31,0.8,12.5,2955,6.5,5.493662092,5.735346532,154,226.4,8.552633029,7.9,0.71348972,16.2,10.4,0.774256169,3.2,1.424656656,226.4,226,198.1366212,15.94381021,10.7,5.976545967,3.8,2.4,13.65883843,2.965381299,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nahaf,13.3807717,7.6,3,4.188188705,12.00748226,12.22072554,8.460023607,167.1179294,1.6,5.915290843,23.75263635,3.602681527,-7,16.99988198,6.941694736,17.2287086,66,49.1,0.288960731,1.9,0.8,-1.379467607,13.32114652,27.26391216,0.929514592,152.2399414,99.9,27.37808628,15.13253469,9.932627491,0.919737394,7.42630479,3.43072721,0.7,0.3,6.282168841,2,3.84281466,73.3,0.1,0.1,3.674202221,99,5.986815239,2.653703704,147.1537269,56.2,6.020667018,92.8,1.4,2.151597295,10.60859423,23.30287104,2.044871696,6.361926018,0,8.147276754,4740,5.8,8.988101429,174.340103,153.6531113,12.7387206,0.9,4.811474322,159.8957557,140.6543425,8.775144484,157.0977343,13.44006164,2.021644855,2.9,0.3361,27.49161845,12.48045324,15.09413708,37,1.4,8.5,3001,7.65,7.180721823,7.757187033,321,107.6962963,9.73932539,12.9,0.924639775,12.94259259,23.7,0.989275094,4.8,1.998548609,296,260,161.9555272,17.11397273,1.528703704,7.591279496,4.2,0.531481481,15.05552235,4.015014839,2.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aablin,10.25001156,8.1,4,1.412632443,2.399467194,13.41166542,4.95207415,170.3425815,0.3,3.121965398,16.42031202,2.210879744,35,35.98080075,1.985951294,21.78990252,177.7323232,40.4,0.404017272,3.3,5.8,-0.117954114,10.45935534,33.86170129,0.757071979,149.4396398,0,37.26698178,-14.02438915,7.008146821,0.49760944,13.44734442,3.513750053,,0.2,4.30716587,4.534391534,1.975275602,37.2,100,100,0.206694965,623.9951923,1.208477335,1.3,149.2589801,36.7,1.190989859,94.7,2.7,0.995138908,9.471460019,18.92121959,0.481059861,0.777962119,8,3.89305447,14814,2.7,11.93648895,180.8199697,156.6415472,10.53203883,2.5,4.473646077,159.8651932,141.876413,5.728705657,155.0323729,10.03759397,0.526199092,0.5,0.475,40.72226249,11.98234558,-3.218421936,149.1640212,0.4,54.9,6123,3.9,2.445978857,10.65489799,875.3105023,39.4,7.458169444,2.2,0.626395219,3,15.9,0.885083188,1.7,0.572001109,39.4,30,160.6251059,28.83363953,0,12.04094544,0.9,0.6,7.431175702,1.691903732,41.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aaraba,15.54066281,5.8,3,1.667456262,2.314934614,28.90403022,3.722107921,91.85795795,-,12.8950195,26.69621838,2.210879744,26,7.933754723,-0.276793974,7.257612168,177.7323232,33.7,0.404017272,2.7,0.3,-0.117954114,14.83506575,30.50109792,0.246274721,89.20924635,0,31.37087676,5.199726674,10.95157035,0.335343493,8.903392538,2.70233593,0.3,-,3.213676157,4.534391534,1.826237906,65.4,99.1,100,5.855511058,623.9951923,1.135588754,0.5,105.9938429,20.9,1.17934586,94.6,0,1.901483013,4.483180671,18.92121959,0.352760418,-0.676155813,3.3,5.137707267,19466,4.7,8.43680928,107.2098639,126.3243199,26.93549453,-,0.821544384,76.50605204,85.66336583,2.103193349,102.0210394,16.2200802,0.441350886,0.3,0.394,32.20838432,27.90115765,7.553010422,149.1640212,2.7,28.1,8822,5.2,0.743801297,6.149661627,10,61.8,6.700414544,2.5,0.289967314,1.2,1.2,0.885083188,9.4,0.526654395,61.8,503.6444444,114.8328325,7.6020737,0,7.55255272,1,0,9.996972144,1.748347737,33.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EinMahel,10.34579635,9,1,8.270002758,8.505517747,10.92589858,5.888250083,222.3638228,2.5,13.55865703,22.22086951,2.175325124,-51,17.98294024,5.812304497,16.59194084,62,54,0.39850142,1.7,22.5,-0.703241724,10.47226965,18.99650922,3.115711353,211.7996439,0.3,19.69371928,13.62473397,5.773515609,3.484006412,11.97016615,3.36202121,3.1,1.3,7.170531695,3,7.864445726,55.9,97.2,99.7,9.373234221,208,4.246583342,4.9,211.5775707,50.5,4.258934405,89.7,0,2.279908483,8.358395302,25.71135482,6.34655782,3.787187835,10.1,4.780351722,5975,9.9,10.81888629,229.0896974,217.960491,9.778636884,0,7.90893462,215.6379482,205.1946504,7.085349899,216.4179578,10.21968983,5.699725218,8.7,0.3812,20.38890741,10.35143475,13.3900037,34,4.5,16.9,3859,7.7,5.088027781,11.75822399,385,189,6.688472384,8.6,3.299591477,41.6,0.7,1.273646614,11.5,5.054768453,189,193,221.0362717,17.28845049,0,11.86434895,2.9,0.6,13.15459072,8.066929782,20.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
